4ekUX4pWizXXksJe0JfS9U;It Won't Be Long - Remastered 2009;58;133387;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-11-22;0.472;0.673;4;-8.853;1;0.0318;0.284;0.0;0.206;0.862;133.117;4
7y1hMqXNa0dKQLZH7CKbUG;Don't Bother Me - Remastered 2009;57;148253;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-11-22;0.371;0.724;2;-9.792;1;0.0562;0.554;0.0;0.299;0.916;170.377;4
6wfK1R6FoLpmUA9lk5ll4T;Please Mister Postman - Remastered 2009;55;154160;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-11-22;0.552;0.644;9;-9.129;1;0.0372;0.675;0.0;0.36;0.961;122.546;4
40qXGg5nRbcWzcFb26KWkQ;Misery - Remastered 2009;52;108547;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-03-22;0.591;0.605;0;-10.925;1;0.0413;0.707;0.0;0.309;0.882;133.348;4
7Msq9qojB7yORuJvz49iUy;P.S. I Love You - Remastered 2009;51;124360;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-03-22;0.635;0.656;2;-8.5;1;0.0291;0.389;0.00127;0.0828;0.77;134.435;4
7529Z6b1rlGZFFPWjHPeV5;Ask Me Why - Remastered 2009;50;146533;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-03-22;0.605;0.394;4;-11.33;1;0.0378;0.767;0.0;0.0967;0.597;133.942;4
7JxGM1R32ZqfwZou3VtnTg;Boys - Remastered 2009;50;146440;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-03-22;0.402;0.86;4;-10.31;1;0.0504;0.607;0.0;0.736;0.822;142.445;4
3zw4FTrVNfy2teEkV9FOvh;Money (That's What I Want) - Remastered 2009;49;169507;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-11-22;0.545;0.853;11;-8.369;0;0.0394;0.425;0.0;0.266;0.923;128.816;1
2RvKsA6Ho7VbJkVFiD4UQF;Hold Me Tight - Remastered 2009;48;151907;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-11-22;0.54;0.744;5;-9.637;1;0.0312;0.664;0.0;0.21;0.963;135.731;4
7fh53ta3vAOGJMQ4i5tCHe;A Taste Of Honey - Remastered 2009;48;123480;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-03-22;0.42;0.372;1;-11.416;0;0.0327;0.698;0.0;0.104;0.412;101.408;3
4dessGxnKXmTbHPhVgqODq;There's A Place - Remastered 2009;48;110493;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-03-22;0.455;0.582;4;-10.009;1;0.0292;0.629;4.22e-06;0.172;0.927;140.928;4
3JQWLa88R35d971o5bIImd;Chains - Remastered 2009;48;145080;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-03-22;0.654;0.561;10;-10.551;1;0.0304;0.608;0.0;0.129;0.929;129.884;4
5maTh4fY9SlgR3FhRkf040;Devil In Her Heart - Remastered 2009;48;146213;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-11-22;0.618;0.622;7;-8.861;1;0.0296;0.227;0.0;0.0438;0.966;121.072;4
0sIZcoe69iSym9AecvZ7CT;I Wanna Be Your Man - Remastered 2009;48;119507;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-11-22;0.553;0.914;9;-8.232;1;0.0415;0.477;0.0;0.292;0.683;99.138;4
5vl0sRtrQM1BTSAxQZFqEN;Not A Second Time - Remastered 2009;47;126827;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-11-22;0.471;0.817;7;-9.999;1;0.0372;0.213;0.0;0.498;0.961;124.848;4
0KogQrSowDnZoU8GSpaxkj;Little Child - Remastered 2009;45;106400;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1963-11-22;0.526;0.858;9;-8.533;1;0.0476;0.292;0.001;0.353;0.886;75.596;4
65vdMBskhx3akkG9vQlSH1;And I Love Her - Remastered 2009;68;149693;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.767;0.331;1;-10.777;0;0.0337;0.64;0.0;0.0681;0.636;113.312;4
5J2CHimS7dWYMImCHkEFaJ;A Hard Day's Night - Remastered 2009;68;154200;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.59;0.805;0;-6.481;1;0.0371;0.137;0.0;0.0996;0.797;138.514;4
1Dg4dFJr3HW7sbA7vPejre;Eight Days A Week - Remastered 2009;66;163600;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.652;0.583;9;-7.811;1;0.038;0.412;0.0;0.119;0.744;138.134;4
3SdingSsFcZDZAyvcJbgAw;Can't Buy Me Love - Remastered 2009;66;131867;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.483;0.677;0;-5.91;1;0.0593;0.283;0.0;0.321;0.842;170.72;4
1hgvykolO4kBIEozATmpyj;If I Fell - Remastered 2009;63;139467;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.665;0.31;2;-8.928;1;0.0278;0.68;0.0;0.0877;0.568;108.211;4
3pU1CUgPiFfxPCpscwIwQR;I Should Have Known Better - Remastered 2009;62;163080;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.682;0.444;7;-7.689;1;0.0289;0.257;0.0;0.115;0.91;130.704;4
45WX2cfbL8bCIqv3rOq1G3;I'll Follow The Sun - Remastered 2009;61;108853;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.689;0.313;0;-10.073;1;0.0366;0.789;0.0;0.144;0.625;133.754;4
4ltC6PrqkTtpcRNi5lvS4z;No Reply - Remastered 2009;59;136067;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.718;0.593;0;-9.976;1;0.0377;0.67;0.0;0.172;0.869;124.251;4
0gd50I2gKioJ59C827EdAY;I'm Happy Just To Dance With You - Remastered 2009;59;116373;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.658;0.537;6;-7.535;0;0.0307;0.138;0.0;0.0572;0.887;132.115;4
0voUr8lubIafUVJlauJxYF;Things We Said Today - Remastered 2009;58;155333;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.551;0.575;2;-8.208;0;0.0332;0.239;0.0;0.112;0.516;137.054;4
7Ho3T7ERfooiAfvODaMQ2N;Rock And Roll Music - Remastered 2009;53;151280;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.457;0.917;9;-6.213;1;0.0441;0.566;0.0;0.333;0.965;167.092;4
3lSi6qfnp2YZazTzcOLBZk;I'll Be Back - Remastered 2009;51;144187;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.721;0.527;9;-7.224;1;0.0293;0.744;0.0;0.186;0.641;123.902;4
0Wzp5pWPoX0YoBg002HXL9;Tell Me Why - Remastered 2009;50;128693;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.267;0.688;11;-6.309;0;0.0388;0.586;0.0;0.307;0.797;150.942;3
70XHAdaMaoLIOVb1hSaeJ4;Any Time At All - Remastered 2009;49;131280;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.612;0.719;2;-7.026;1;0.0398;0.366;3.88e-06;0.437;0.744;141.016;4
42qkSeX6HNJYHxlk6cWoFe;Words Of Love - Remastered 2009;49;124320;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.551;0.533;9;-9.8;1;0.0297;0.323;0.722;0.173;0.85;122.358;4
7wC4EW11mBVxDK3xdC7FTf;I'm A Loser - Remastered 2009;49;150027;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.492;0.628;7;-7.813;1;0.0439;0.567;1.07e-06;0.267;0.856;89.877;4
5b9G4dtK3Tdguuy9BO3Nwo;You Can't Do That - Remastered 2009;49;154893;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.612;0.788;0;-6.251;1;0.0335;0.367;0.0;0.382;0.961;129.161;4
7cb2SdLm1UMLwdUoWwrZN1;Baby's In Black - Remastered 2009;47;124520;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.374;0.596;9;-7.666;1;0.0416;0.434;0.0;0.098;0.876;202.97;3
01xMiErR26kH1KCif6uEYI;I'll Cry Instead - Remastered 2009;47;105987;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.643;0.73;7;-6.859;1;0.0347;0.0917;0.0;0.253;0.96;96.711;4
2CxTkdvhDuQrOxl8xXkdJS;Every Little Thing - Remastered 2009;46;123800;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.74;0.49;2;-9.095;1;0.038;0.488;0.0;0.103;0.678;123.227;4
6pPOkr2OxhQ6htrzOiDmq9;Mr Moonlight - Remastered 2009;46;158627;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.631;0.424;6;-9.106;1;0.0438;0.796;0.000143;0.118;0.589;126.127;5
5xf0zdP4KCfshyVn02D3Ea;Kansas City / Hey-Hey-Hey-Hey - Medley / Remastered 2009;46;158147;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.588;0.724;7;-6.63;1;0.0335;0.614;8.92e-05;0.877;0.924;131.36;4
4oLQ0imA5IDtNUnhFKY87q;When I Get Home - Remastered 2009;45;136640;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-07-10;0.568;0.793;9;-6.201;0;0.0482;0.384;0.0;0.388;0.64;125.375;4
6C6y4OWK1Ki3FVF1TIonxW;What You're Doing - Remastered 2009;45;150040;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.695;0.53;2;-8.309;1;0.0403;0.301;2e-06;0.0583;0.825;129.506;4
3kQDIa85ZK8cKVn72NfBnl;I Don't Want To Spoil The Party - Remastered 2009;45;154467;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.533;0.668;7;-7.237;1;0.033;0.451;0.0;0.149;0.889;95.438;4
4DZAH8eiqSAkMIE9l5D71U;Everybody's Trying To Be My Baby - Remastered 2009;45;146000;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.543;0.806;4;-7.231;1;0.0385;0.466;0.0;0.134;0.943;85.172;4
2d7GP7Fz1NrfPpo7MzWZgb;Honey Don't - Remastered 2009;44;177427;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1964-12-04;0.629;0.545;4;-11.466;1;0.0348;0.473;5.08e-05;0.0854;0.735;162.438;4
3BQHpFgAp4l80e1XslIjNI;Yesterday - Remastered 2009;77;125667;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.332;0.179;5;-11.83;1;0.0326;0.879;0.0;0.0886;0.315;96.529;4
3KfbEIOC7YIv90FIfNSZpo;In My Life - Remastered 2009;74;146333;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.688;0.435;9;-11.359;1;0.0323;0.449;0.0;0.113;0.435;103.239;4
7DD7eSuYSC5xk2ArU62esN;Help! - Remastered 2009;73;139560;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.534;0.725;6;-7.576;0;0.0332;0.188;0.0;0.0994;0.763;95.003;4
1H7gMYGykdtwZOV6s1N0by;Norwegian Wood (This Bird Has Flown) - Remastered 2009;68;124693;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.425;0.369;4;-11.876;1;0.0379;0.183;0.00126;0.112;0.65;176.625;3
5By7Pzgl6TMuVJG168VWzS;Michelle - Remastered 2009;67;162373;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.578;0.29;5;-12.501;0;0.0341;0.652;0.0;0.105;0.666;117.403;4
7CZiDzGVjUssMSOXrDNYHL;Ticket To Ride - Remastered 2009;66;189680;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.519;0.85;9;-6.777;1;0.0678;0.0457;0.0;0.233;0.749;123.419;4
06ypiqmILMdVeaiErMFA91;Drive My Car - Remastered 2009;65;148893;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.754;0.571;2;-8.547;1;0.0421;0.0173;0.0;0.3;0.82;122.463;4
4F1AgKpuFRMLEgtPETVwZk;You've Got To Hide Your Love Away - Remastered 2009;65;129120;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.398;0.392;7;-9.05;1;0.0282;0.207;0.0;0.102;0.378;184.267;3
5SUlhldQJtOhUr2GzH5RI7;Nowhere Man - Remastered 2009;64;163693;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.534;0.624;4;-9.589;1;0.0462;0.00797;0.0;0.128;0.687;121.402;4
6tQvjqDIK9GXWIC6mejms8;Girl - Remastered 2009;63;151720;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.699;0.294;5;-13.205;0;0.0294;0.587;0.0;0.117;0.893;96.615;4
788U1Sqej9M6c4iikuDGxO;I've Just Seen A Face - Remastered 2009;63;125040;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.647;0.56;9;-8.809;1;0.0387;0.723;0.0;0.118;0.913;120.418;3
5E3BVY66TEDexFutOO5GeS;I'm Looking Through You - Remastered 2009;61;146387;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.667;0.498;1;-11.027;1;0.0364;0.00772;0.0;0.0481;0.774;85.843;4
4LLBKnNCrSRrSjSTuiwjE9;You Won't See Me - Remastered 2009;60;199960;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.488;0.539;9;-8.752;1;0.0304;0.136;0.0;0.0538;0.473;115.941;4
70HNt0eoBVqr4ss68U8x3B;You're Going To Lose That Girl - Remastered 2009;59;138667;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.533;0.66;4;-7.694;1;0.0337;0.346;0.0;0.26;0.818;131.975;4
5xcfepnz1v7a83T8An9gjw;The Night Before - Remastered 2009;59;154933;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.461;0.762;2;-6.727;1;0.0379;0.0537;0.0;0.238;0.632;84.496;4
4gUYV3ktbaOeAK5KrXMWV5;Run For Your Life - Remastered 2009;59;141093;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.563;0.705;2;-9.232;1;0.103;0.0103;0.0;0.0552;0.822;176.732;4
5EzvwjFwdP5Kfl5AZAemzu;I Need You - Remastered 2009;54;148787;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.601;0.489;9;-8.554;1;0.0455;0.277;0.0;0.0988;0.638;136.215;4
7C6hdDIz90Uf5YmdZnYbJJ;If I Needed Someone - Remastered 2009;53;142267;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.492;0.755;9;-9.273;1;0.0331;0.00748;0.0;0.102;0.796;127.387;4
64bKVrkaXQAKx04dLHqCNz;Think For Yourself - Remastered 2009;53;138520;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.529;0.567;0;-9.796;1;0.0282;0.0124;0.0;0.0729;0.799;130.544;4
0CGbof9amBnsNlRhZ8IY2H;Wait - Remastered 2009;52;134720;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.552;0.487;6;-10.574;0;0.04;0.0175;0.0;0.105;0.657;127.201;4
4GBaPHvAyj4V2jeobD9tsy;The Word - Remastered 2009;52;163107;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.59;0.641;0;-9.687;1;0.0416;0.00682;0.0;0.0553;0.792;120.773;4
2ue1KRstSKHF8jQkIJZiNC;It's Only Love - Remastered 2009;52;116480;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.629;0.551;0;-8.281;1;0.0256;0.22;0.0;0.0432;0.685;113.155;3
19QXdPRZFHI5kNK3tN8Mh7;What Goes On - Remastered 2009;51;168573;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-12-03;0.67;0.776;4;-10.035;1;0.0749;0.0168;3.01e-06;0.0732;0.765;96.93;4
7hefVXaGsFPesbK6fKwS6F;Another Girl - Remastered 2009;50;125360;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.516;0.638;9;-7.453;1;0.0314;0.238;0.0;0.333;0.822;88.657;4
0IxxqsYBcCHEQ1HqLYJnwx;Act Naturally - Remastered 2009;49;150373;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.702;0.447;7;-10.122;1;0.0308;0.366;0.0;0.153;0.944;93.02;4
0y1LLH0NiwOD5tM3aNMXTr;You Like Me Too Much - Remastered 2009;48;156867;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.555;0.57;7;-7.869;1;0.0302;0.415;0.0;0.191;0.899;88.316;4
70Dohn82wv6VtxGesqRzbZ;Dizzy Miss Lizzy - Remastered 2009;48;176507;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.373;0.934;9;-6.753;1;0.0591;0.116;0.00445;0.0962;0.918;136.037;4
2jnr9KaaMAmvk0zMcM9UzV;Tell Me What You See - Remastered 2009;47;157987;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1965-08-06;0.592;0.796;7;-8.125;1;0.0429;0.061;0.0;0.131;0.7;136.675;4
5GjPQ0eI7AgmOnADn1EO6Q;Eleanor Rigby - Remastered 2009;70;126533;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.581;0.28;4;-9.091;0;0.0381;0.936;1.56e-05;0.305;0.813;137.831;4
50xwQXPtfNZFKFeZ0XePWc;Yellow Submarine - Remastered 2009;65;158880;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.604;0.549;1;-9.873;1;0.0389;0.531;0.0;0.438;0.696;111.398;4
1kDkaFlmkdEZiVUogaP9OZ;For No One - Remastered 2009;62;119813;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.483;0.351;1;-10.487;0;0.0278;0.783;0.0;0.115;0.713;81.208;4
2ylCrFiBu98SC0vFfaCent;I'm Only Sleeping - Remastered 2009;62;180320;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.494;0.47;8;-9.599;0;0.0301;0.21;0.0;0.28;0.698;103.477;4
2B4Y9u4ERAFiMo13XPJyGP;Here, There And Everywhere - Remastered 2009;62;144880;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.29;0.247;7;-12.125;1;0.0383;0.921;0.00565;0.0917;0.36;165.361;4
4BRkPBUxOYffM2QXVlq7aC;Taxman - Remastered 2009;61;158853;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.469;0.596;7;-8.348;1;0.0749;0.0101;0.0;0.321;0.783;133.586;4
3tGhRLgcCP6SIZU3tbGl7l;Got To Get You Into My Life - Remastered 2009;61;149240;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.521;0.524;0;-6.136;1;0.0302;0.42;9.27e-06;0.0838;0.711;136.679;4
7HTH1ppjkkOe7RLoBDKXYJ;Good Day Sunshine - Remastered 2009;60;129293;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.77;0.496;11;-8.45;1;0.0468;0.719;0.0;0.123;0.571;117.331;3
4KRgqwb4kvBuTz1utbYxfb;And Your Bird Can Sing - Remastered 2009;60;120493;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.555;0.65;4;-6.936;1;0.0282;0.0067;0.0491;0.236;0.966;132.59;4
00oZhqZIQfL9P5CjOP6JsO;Tomorrow Never Knows - Remastered 2009;57;179547;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.38;0.829;5;-6.105;1;0.0405;8.4e-05;0.00208;0.342;0.0534;125.887;4
3VSuWxZM6x6V3ig5nYtikL;She Said She Said - Remastered 2009;55;156040;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.329;0.678;3;-7.878;1;0.0344;0.103;0.168;0.843;0.672;106.476;4
4RdJFhfLQcezwN5LsXl4qP;Love You To - Remastered 2009;53;179827;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.391;0.593;5;-8.999;1;0.0413;0.7;0.000249;0.0829;0.707;123.986;4
7orb0y6ySGdsYZywMoQtsD;I Want To Tell You - Remastered 2009;52;147973;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.493;0.525;9;-9.289;1;0.0315;0.182;4.4e-06;0.148;0.449;127.492;4
1ob06Ol8FMIPQgjpg7bMyk;Doctor Robert - Remastered 2009;51;134267;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1966-08-05;0.394;0.64;4;-8.992;1;0.0488;0.164;0.139;0.153;0.574;164.626;4
3Am0IbOxmvlSXro7N5iSfZ;Strawberry Fields Forever - Remastered 2009;71;247320;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-11-27;0.39;0.502;10;-12.277;1;0.178;0.336;0.000138;0.0713;0.289;97.871;4
25yQPHgC35WNnnOUqFhgVR;Lucy In The Sky With Diamonds - Remastered 2009;69;208467;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-06-01;0.311;0.325;2;-9.042;1;0.0283;0.0469;0.0;0.139;0.668;65.09;1
68BTFws92cRztMS1oQ7Ewj;All You Need Is Love - Remastered 2009;67;230387;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-11-27;0.4;0.48;7;-7.768;1;0.0295;0.346;3.1e-05;0.155;0.653;103.436;4
1h04XMpzGzmAudoI6VHBgA;Penny Lane - Remastered 2009;67;180893;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-11-27;0.651;0.488;9;-8.22;1;0.0316;0.212;0.026;0.136;0.49;113.038;4
2RnPATK99oGOZygnD2GTO6;With A Little Help From My Friends - Remastered 2009;66;164107;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-06-01;0.705;0.515;4;-9.343;1;0.0337;0.365;0.0;0.389;0.803;112.035;4
0hKRSZhUGEhKU6aNSPBACZ;A Day In The Life - Remastered 2009;66;337413;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-06-01;0.364;0.457;4;-14.162;0;0.0675;0.29;0.000106;0.922;0.175;163.219;4
0vZ97gHhemKm6c64hTfJNA;Hello, Goodbye - Remastered 2009;66;208840;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-11-27;0.479;0.733;0;-8.753;1;0.0256;0.306;2.4e-05;0.414;0.806;99.307;4
4fUKE8EULjQdHF4zb0M8FO;Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009;65;122893;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-06-01;0.451;0.673;7;-9.115;1;0.0734;0.0857;0.00225;0.797;0.583;95.513;4
1NrbnHlR2BFREcyWXHIHip;When I'm Sixty Four - Remastered 2009;65;157667;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-06-01;0.704;0.241;1;-13.258;1;0.0476;0.625;2.8e-05;0.0868;0.661;140.411;4
6Pq9MmkDQYZiiCDpxnvrf6;I Am The Walrus - Remastered 2009;65;275867;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-11-27;0.401;0.556;2;-10.532;1;0.0513;0.0828;0.000359;0.589;0.654;85.206;4
3PjMtNzwhDHqxoKudm6GvF;She's Leaving Home - Remastered 2009;62;215160;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-06-01;0.381;0.214;4;-11.629;1;0.0337;0.944;0.0;0.106;0.393;127.581;3
3LtOmWpTXLhilL5odoKysR;Getting Better - Remastered 2009;59;168120;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-06-01;0.632;0.471;0;-7.887;1;0.0348;0.313;5.08e-06;0.0712;0.764;121.672;4
3Umg8CDhO8dOSj7yBTInYb;Within You Without You - Remastered 2009;59;304667;0;The Beatles;3WrFJ7ztbogyGnTHbHJFl2;1967-06-01;0.352;0.479;6;-9.965;1;0.0338;0.339;0.000353;0.486;0.354;126.166;4
